booking_id,ticket_id,flight_id,booking_date,passenger_count,booking_channel,fare_class_id,base_price,cancellation_fee,baggage_allowance,effective_date,end_date,current_flag
B001092,F,F0111,2023-01-10,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001093,Y,F0275,2023-05-06,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001094,Y,F0273,2023-09-13,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001095,W,F0190,2023-03-02,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001096,F,F0458,2023-12-07,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001097,Y,F0008,2023-09-23,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001098,Y,F0084,2023-08-07,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001099,Y,F0163,2023-08-21,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001100,F,F0158,2023-12-13,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001101,F,F0500,2023-05-11,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001102,W,F0351,2023-03-27,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001103,F,F0353,2023-10-18,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001104,Y,F0254,2023-05-21,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001105,W,F0449,2023-05-11,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001106,Y,F0423,2023-11-21,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001107,F,F0326,2023-09-12,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001108,W,F0033,2023-07-25,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001109,W,F0104,2023-07-30,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001110,F,F0381,2023-09-10,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001111,Y,F0270,2023-02-16,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001112,W,F0432,2023-07-10,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001113,F,F0052,2023-08-05,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001114,Y,F0220,2023-10-22,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001115,W,F0183,2023-06-16,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001116,Y,F0027,2023-03-13,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001117,W,F0374,2023-11-04,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001118,F,F0185,2023-09-06,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001119,Y,F0110,2023-07-13,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001120,Y,F0351,2023-04-08,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001121,Y,F0340,2023-03-22,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001122,W,F0208,2023-10-27,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001123,Y,F0170,2023-08-10,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001124,W,F0071,2023-04-27,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001125,F,F0464,2023-05-09,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001126,Y,F0488,2023-01-17,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001127,Y,F0037,2023-02-03,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001128,W,F0136,2023-12-10,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001129,Y,F0332,2023-03-28,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001130,W,F0221,2023-11-15,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001131,F,F0298,2023-07-11,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001132,W,F0472,2023-07-21,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001133,F,F0169,2023-01-20,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001134,F,F0052,2023-08-03,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001135,Y,F0171,2023-11-07,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001136,F,F0146,2022-12-31,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001137,F,F0347,2022-12-03,2,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001138,F,F0047,2023-11-19,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001139,W,F0279,2023-04-15,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001140,Y,F0440,2023-09-01,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001141,F,F0336,2023-08-18,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001142,F,F0431,2023-04-18,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001143,Y,F0202,2023-08-13,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001144,Y,F0097,2023-04-24,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001145,F,F0448,2023-04-28,2,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001146,W,F0215,2023-01-29,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001147,Y,F0309,2023-10-05,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001148,Y,F0169,2022-12-26,3,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001149,W,F0320,2023-07-10,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001150,W,F0269,2023-08-19,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001151,Y,F0192,2023-11-22,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001152,F,F0126,2022-12-12,1,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001153,F,F0238,2023-10-19,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001154,W,F0145,2023-01-25,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001155,F,F0210,2023-04-06,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001156,Y,F0137,2023-05-19,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001157,Y,F0372,2023-08-18,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001158,Y,F0073,2022-12-12,1,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001159,W,F0390,2023-03-17,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001160,F,F0344,2023-06-18,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001161,W,F0444,2023-01-04,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001162,Y,F0111,2023-01-10,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001163,Y,F0249,2023-08-15,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001164,Y,F0475,2023-08-26,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001165,F,F0166,2023-03-21,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001166,Y,F0094,2023-11-07,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001167,F,F0266,2023-05-29,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001168,Y,F0496,2023-05-26,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001169,F,F0251,2023-12-10,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001170,Y,F0430,2023-11-06,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001171,Y,F0199,2023-02-14,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001172,W,F0137,2023-06-26,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001173,W,F0219,2023-08-01,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001174,Y,F0177,2023-02-06,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001175,F,F0151,2023-04-07,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001176,W,F0241,2023-04-06,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001177,W,F0292,2023-08-15,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001178,W,F0109,2023-10-17,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001179,Y,F0046,2023-04-30,3,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001180,W,F0309,2023-08-28,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001181,W,F0457,2023-11-29,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001182,F,F0477,2023-06-24,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001183,Y,F0027,2023-04-02,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001184,F,F0304,2023-03-08,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001185,Y,F0489,2023-07-16,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001186,Y,F0431,2023-04-25,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001187,Y,F0274,2023-07-17,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001188,W,F0094,2023-11-28,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001189,F,F0097,2023-04-01,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001190,W,F0435,2023-03-01,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001191,F,F0051,2023-10-30,3,Online,F,224.89,27.25,20,2023-06-28,,Y
B001192,W,F0379,2023-07-23,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001193,W,F0107,2023-06-24,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001194,W,F0321,2023-02-19,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001195,F,F0451,2023-02-04,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001196,W,F0138,2023-03-25,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001197,Y,F0338,2023-05-10,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001198,Y,F0309,2023-08-24,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001199,Y,F0222,2023-02-22,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001200,Y,F0026,2023-07-15,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001201,F,F0106,2022-12-23,2,MobileApp,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001202,W,F0456,2023-10-25,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001203,W,F0060,2023-07-04,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001204,W,F0154,2023-07-20,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001205,W,F0172,2023-09-16,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001206,W,F0475,2023-07-30,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001207,F,F0046,2023-05-16,3,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001208,W,F0251,2023-12-19,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001209,W,F0424,2023-07-30,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B001210,W,F0197,2023-10-22,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001211,W,F0083,2023-11-27,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001212,W,F0270,2023-04-01,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001213,Y,F0256,2022-11-30,3,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001214,Y,F0133,2022-12-08,2,MobileApp,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001215,Y,F0060,2023-06-12,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001216,F,F0353,2023-10-10,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001217,F,F0218,2023-04-18,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001218,W,F0095,2023-12-18,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001219,F,F0378,2023-01-13,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001220,F,F0468,2023-07-14,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001221,W,F0276,2023-03-25,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001222,F,F0103,2022-11-19,3,Online,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001223,W,F0378,2023-01-16,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001224,F,F0106,2023-01-09,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001225,W,F0473,2023-09-08,1,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001226,Y,F0119,2023-04-15,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001227,Y,F0275,2023-06-13,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001228,Y,F0312,2023-09-16,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001229,F,F0407,2023-12-04,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001230,W,F0024,2023-09-08,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001231,W,F0158,2023-11-25,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B001232,W,F0441,2023-02-13,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001233,F,F0161,2023-08-02,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001234,F,F0122,2023-06-25,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001235,F,F0485,2023-01-06,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001236,F,F0163,2023-10-08,2,Online,F,224.89,27.25,20,2023-06-28,,Y
B001237,W,F0007,2022-12-05,2,Online,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001238,F,F0087,2023-08-31,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001239,F,F0043,2023-06-23,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001240,W,F0299,2023-09-17,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001241,Y,F0377,2023-12-12,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001242,W,F0136,2023-11-12,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001243,F,F0295,2023-11-14,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001244,W,F0333,2023-01-16,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001245,W,F0209,2023-03-30,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001246,F,F0225,2023-03-24,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001247,Y,F0048,2023-04-14,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001248,F,F0380,2023-02-27,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001249,W,F0398,2022-11-28,2,TravelAgency,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001250,F,F0420,2023-01-24,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001251,W,F0304,2023-03-08,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001252,F,F0497,2023-05-29,2,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001253,Y,F0087,2023-09-22,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001254,F,F0060,2023-06-07,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001255,W,F0479,2023-08-17,2,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001256,Y,F0467,2023-05-01,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001257,F,F0022,2023-01-14,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001258,W,F0070,2022-11-11,1,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001259,Y,F0135,2023-03-18,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001260,W,F0095,2023-12-13,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001261,Y,F0497,2023-05-06,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001262,F,F0363,2023-09-19,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001263,F,F0466,2023-05-14,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001264,W,F0082,2023-01-13,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001265,F,F0392,2023-03-08,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001266,Y,F0031,2023-07-11,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001267,F,F0445,2023-04-21,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001268,F,F0365,2023-04-18,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001269,F,F0100,2023-07-03,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001270,F,F0285,2023-08-06,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001271,F,F0441,2023-03-01,3,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001272,W,F0165,2023-01-10,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001273,Y,F0399,2023-09-26,3,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001274,W,F0311,2023-10-06,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001275,Y,F0198,2023-10-12,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001276,W,F0074,2022-12-29,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001277,W,F0323,2023-11-04,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001278,W,F0424,2023-09-17,3,Online,W,254.7,118.43,30,2023-06-28,,Y
B001279,F,F0388,2023-02-04,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001280,Y,F0219,2023-07-20,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001281,W,F0189,2023-06-24,2,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001282,W,F0102,2023-07-12,1,Online,W,254.7,118.43,30,2023-06-28,,Y
B001283,W,F0470,2023-10-15,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001284,Y,F0099,2023-02-27,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001285,Y,F0235,2023-04-26,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001286,W,F0150,2022-11-16,3,MobileApp,W,292.37,30.94,20,2022-07-01,2022-12-28,N
B001287,W,F0315,2023-01-18,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001288,F,F0072,2023-02-05,3,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001289,Y,F0358,2023-08-16,1,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001290,W,F0397,2023-07-24,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001291,Y,F0362,2023-09-21,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001292,Y,F0148,2023-10-05,2,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001293,Y,F0068,2023-03-25,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001294,F,F0229,2023-04-27,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001295,F,F0142,2023-02-03,1,TravelAgency,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001296,Y,F0154,2023-08-12,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001297,F,F0340,2023-03-30,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001298,Y,F0167,2023-01-26,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001299,W,F0089,2023-11-29,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001300,W,F0254,2023-06-03,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001301,W,F0360,2023-10-09,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001302,F,F0038,2023-10-05,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001303,F,F0338,2023-03-20,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001304,F,F0237,2023-10-20,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001305,Y,F0480,2023-11-26,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001306,Y,F0112,2023-08-05,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001307,W,F0357,2023-05-09,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001308,W,F0045,2023-05-23,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001309,F,F0018,2023-03-08,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001310,W,F0387,2023-01-08,2,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001311,W,F0440,2023-07-15,2,Online,W,254.7,118.43,30,2023-06-28,,Y
B001312,Y,F0016,2023-08-11,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001313,Y,F0285,2023-08-12,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001314,W,F0449,2023-04-21,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001315,F,F0419,2022-11-22,3,TravelAgency,F,129.67,86.65,20,2022-07-01,2022-12-28,N
B001316,W,F0209,2023-04-05,3,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001317,Y,F0424,2023-08-29,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001318,F,F0344,2023-07-03,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001319,Y,F0321,2023-02-14,2,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001320,Y,F0217,2022-11-17,3,Online,Y,512.64,64.13,40,2022-07-01,2022-12-28,N
B001321,F,F0135,2023-03-10,2,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001322,Y,F0344,2023-07-08,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001323,Y,F0154,2023-07-16,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001324,F,F0237,2023-10-02,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001325,W,F0159,2023-03-01,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001326,F,F0063,2023-07-06,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001327,Y,F0284,2023-11-04,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001328,W,F0315,2023-01-24,3,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001329,W,F0435,2023-02-26,1,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001330,W,F0052,2023-08-16,2,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001331,F,F0309,2023-09-30,2,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001332,F,F0162,2023-11-10,1,Online,F,224.89,27.25,20,2023-06-28,,Y
B001333,Y,F0006,2023-08-31,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001334,F,F0286,2023-10-15,3,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001335,Y,F0401,2023-08-23,2,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001336,Y,F0107,2023-08-02,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001337,Y,F0273,2023-10-05,2,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001338,Y,F0087,2023-09-26,1,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001339,F,F0317,2023-07-30,2,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001340,W,F0399,2023-10-10,3,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001341,Y,F0432,2023-06-09,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001342,F,F0443,2023-10-21,1,TravelAgency,F,224.89,27.25,20,2023-06-28,,Y
B001343,Y,F0193,2023-10-25,3,MobileApp,Y,582.54,34.44,30,2023-06-28,,Y
B001344,F,F0327,2022-12-30,1,Online,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001345,W,F0492,2023-11-21,3,TravelAgency,W,254.7,118.43,30,2023-06-28,,Y
B001346,Y,F0255,2023-05-29,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001347,F,F0229,2023-03-11,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001348,F,F0349,2023-09-30,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001349,Y,F0342,2023-02-02,3,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001350,W,F0002,2023-01-02,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001351,W,F0087,2023-09-28,1,MobileApp,W,254.7,118.43,30,2023-06-28,,Y
B001352,Y,F0210,2023-02-22,2,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001353,F,F0276,2023-04-12,1,MobileApp,F,318.68,67.22,20,2022-12-29,2023-06-27,N
B001354,Y,F0002,2023-01-29,1,TravelAgency,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001355,Y,F0077,2023-09-01,3,TravelAgency,Y,582.54,34.44,30,2023-06-28,,Y
B001356,F,F0475,2023-07-26,3,MobileApp,F,224.89,27.25,20,2023-06-28,,Y
B001357,Y,F0348,2023-06-09,1,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001358,Y,F0214,2023-01-25,2,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001359,W,F0277,2023-03-07,1,MobileApp,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001360,Y,F0241,2023-04-16,3,MobileApp,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
B001361,W,F0098,2023-06-15,1,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001362,W,F0260,2023-01-20,2,Online,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001363,Y,F0161,2023-08-02,1,Online,Y,582.54,34.44,30,2023-06-28,,Y
B001364,W,F0215,2023-01-09,3,TravelAgency,W,195.87,106.97,20,2022-12-29,2023-06-27,N
B001365,Y,F0228,2023-05-25,1,Online,Y,232.4,49.79,30,2022-12-29,2023-06-27,N
